#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Pteronotus polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005136	1	-	-	1
Pteropox virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.133492	1	-	-	1
Pteropus alecto	Eukaryota	Animals	Mammals	1985.98	-	1	-	1
Pteropus vampyrus	Eukaryota	Animals	Mammals	2198.28	-	-	-	1
Ptychodera flava	Eukaryota	Animals	Other Animals	1228.69	-	-	-	1
Puccinia graminis	Eukaryota	Fungi	Basidiomycetes	88.7244	-	-	-	1
Puccinia horiana	Eukaryota	Fungi	Basidiomycetes	66.4031	-	-	-	1
Puccinia psidii	Eukaryota	Fungi	Basidiomycetes	129.776	-	-	-	2
Puccinia sorghi	Eukaryota	Fungi	Basidiomycetes	99.5341	-	-	-	1
Puccinia striiformis	Eukaryota	Fungi	Basidiomycetes	117.391	-	-	-	7
Puccinia triticina	Eukaryota	Fungi	Basidiomycetes	135.344	-	-	-	1
Puerto Almendras virus	Viruses	ssRNA viruses	Rhabdoviridae	0.011876	1	-	-	1
Pumpkin yellow mosaic Malaysia virus	Viruses	ssDNA viruses	Geminiviridae	0.002724	1	-	-	1
Punctularia strigosozonata	Eukaryota	Fungi	Basidiomycetes	34.1719	-	-	-	1
Pundamilia nyererei	Eukaryota	Animals	Fishes	830.133	-	-	-	1
Puniceibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	5.56349	-	-	-	1
Puniceicoccales bacterium Verruco_01	Bacteria	PVC group	Verrucomicrobia	2.50495	-	-	-	1
Puniceicoccales bacterium Verruco_02	Bacteria	PVC group	Verrucomicrobia	2.69812	-	-	-	1
Puniceispirillum phage HMO-2011	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.055282	1	-	-	1
Punta Toro virus	Viruses	ssRNA viruses	Bunyaviridae	0.01265	3	-	-	1
Purpureocillium lilacinum	Eukaryota	Fungi	Ascomycetes	38.1405	-	-	-	3
Pusillimonas	Bacteria	Proteobacteria	Betaproteobacteria	3.92481	1	-	1	1
Pusillimonas noertemannii	Bacteria	Proteobacteria	Betaproteobacteria	3.91698	-	-	-	1
Puumala virus	Viruses	ssRNA viruses	Bunyaviridae	0.012062	3	-	-	1
Pygocentrus nattereri	Eukaryota	Animals	Fishes	1285.34	-	-	-	1
Pygoscelis adeliae	Eukaryota	Animals	Birds	1216.62	-	1	-	1
Pygoscelis adeliae papillomavirus	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007637	1	-	-	1
Pyramidobacter piscolens	Bacteria	Synergistetes	Synergistia	2.56201	-	-	-	1
Pyrenochaeta lycopersici	Eukaryota	Fungi	Ascomycetes	50.4899	-	-	-	1
Pyrenochaeta sp. DS3sAY3a	Eukaryota	Fungi	Ascomycetes	38.501	-	-	-	1
Pyrenochaeta sp. UM 256	Eukaryota	Fungi	Ascomycetes	35.4843	-	-	-	1
Pyrenophora seminiperda	Eukaryota	Fungi	Ascomycetes	32.5392	-	-	-	1
Pyrenophora teres	Eukaryota	Fungi	Ascomycetes	33.5833	-	-	-	1
Pyrenophora tritici-repentis	Eukaryota	Fungi	Ascomycetes	37.9975	-	-	-	1
Pyrinomonas methylaliphatogenes	Bacteria	Acidobacteria	Blastocatellia	3.78856	-	-	-	1
Pyrobaculum	Archaea	TACK group	Crenarchaeota	1.99326	1	-	-	3
Pyrobaculum aerophilum	Archaea	TACK group	Crenarchaeota	2.22243	1	-	-	1
Pyrobaculum arsenaticum	Archaea	TACK group	Crenarchaeota	2.12108	1	-	-	1
Pyrobaculum calidifontis	Archaea	TACK group	Crenarchaeota	2.00931	1	-	-	1
Pyrobaculum ferrireducens	Archaea	TACK group	Crenarchaeota	2.46797	1	-	-	1
Pyrobaculum islandicum	Archaea	TACK group	Crenarchaeota	1.8264	1	-	-	1
Pyrobaculum neutrophilum	Archaea	TACK group	Crenarchaeota	1.76982	1	-	-	1
Pyrobaculum oguniense	Archaea	TACK group	Crenarchaeota	2.45292	1	-	1	1
Pyrobaculum spherical virus	Viruses	dsDNA viruses, no RNA stage	Globuloviridae	0.028337	1	-	-	1
Pyrococcus	Archaea	Euryarchaeota	Thermococci	1.73689	1	-	-	3
Pyrococcus abyssi	Archaea	Euryarchaeota	Thermococci	1.76856	1	-	1	1
Pyrococcus abyssi virus 1	Viruses	dsDNA viruses, no RNA stage	unclassified	0.018098	1	-	-	1
Pyrococcus furiosus	Archaea	Euryarchaeota	Thermococci	1.90826	1	-	-	2
Pyrococcus horikoshii	Archaea	Euryarchaeota	Thermococci	1.7385	1	-	-	1
Pyrococcus yayanosii	Archaea	Euryarchaeota	Thermococci	1.71682	1	-	-	1
Pyrodictium delaneyi	Archaea	TACK group	Crenarchaeota	2.02384	1	-	-	1
Pyrodictium occultum	Archaea	TACK group	Crenarchaeota	1.62173	-	-	-	1
Pyrolobus fumarii	Archaea	TACK group	Crenarchaeota	1.84327	1	-	-	1
Pyronema omphalodes	Eukaryota	Fungi	Ascomycetes	50.0261	-	-	-	1
Pyrus x bretschneideri	Eukaryota	Plants	Land Plants	508.551	-	-	-	1
Pythium aphanidermatum	Eukaryota	Protists	Other Protists	35.8768	-	-	-	1
Pythium arrhenomanes	Eukaryota	Protists	Other Protists	44.6726	-	-	-	1
Pythium insidiosum	Eukaryota	Protists	Other Protists	53.239	-	-	-	1
Pythium irregulare	Eukaryota	Protists	Other Protists	42.9681	-	-	-	1
Pythium iwayamai	Eukaryota	Protists	Other Protists	43.1992	-	-	-	1
Pythium oligandrum	Eukaryota	Protists	Other Protists	35.9342	-	-	-	1
Pythium ultimum	Eukaryota	Protists	Other Protists	44.9135	-	-	-	2
Python bivittatus	Eukaryota	Animals	Reptiles	1435.05	-	1	-	1
Quail picornavirus QPV1/HUN/2010	Viruses	ssRNA viruses	Picornaviridae	0.008159	1	-	-	1
Quang Binh virus	Viruses	ssRNA viruses	Flaviviridae	0.010865	1	-	-	1
Quercus lobata	Eukaryota	Plants	Land Plants	759.241	-	-	-	1
RD114 retrovirus	Viruses	Retro-transcribing viruses	Retroviridae	0.008406	1	-	-	1
ROUT virus	Viruses	ssRNA viruses	Arenaviridae	0.010283	2	-	-	1
Rabbit astrovirus TN/2208/2010	Viruses	ssRNA viruses	Astroviridae	0.007353	1	-	-	1
Rabbit bocaparvovirus	Viruses	ssDNA viruses	Parvoviridae	0.005027	1	-	-	1
Rabbit calicivirus Australia 1 MIC-07	Viruses	ssRNA viruses	Caliciviridae	0.007422	1	-	-	1
Rabbit coronavirus HKU14	Viruses	ssRNA viruses	Coronaviridae	0.0311	1	-	-	1
Rabbit fibroma virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.159857	1	-	-	1
Rabbit hemorrhagic disease virus	Viruses	ssRNA viruses	Caliciviridae	0.007437	1	-	-	1
Rabbit picornavirus	Viruses	ssRNA viruses	Picornaviridae	0.008364	1	-	-	1
Rabbit vesivirus	Viruses	ssRNA viruses	Caliciviridae	0.00838	1	-	-	1
Rabies virus	Viruses	ssRNA viruses	Rhabdoviridae	0.011932	1	-	-	1
Rabovirus A	Viruses	ssRNA viruses	Picornaviridae	0.007853	1	-	-	1
Raccoon dog amdovirus	Viruses	ssDNA viruses	Parvoviridae	0.004928	1	-	-	1
Raccoon polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005016	1	-	-	1
Raccoonpox virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.214699	1	-	-	1
Radish leaf curl betasatellite	Viruses	Satellites	unclassified	0.001358	1	-	-	1
Radish leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002756	1	-	-	1
Radish mosaic virus	Viruses	ssRNA viruses	Secoviridae	0.010084	2	-	-	1
Raffaelea quercivora	Eukaryota	Fungi	Ascomycetes	25.8629	-	-	-	1
Rahnella	Bacteria	Proteobacteria	Gammaproteobacteria	5.61425	1	-	2	2
Rahnella aquatilis	Bacteria	Proteobacteria	Gammaproteobacteria	5.4489	1	-	3	5
Ralstonia	Bacteria	Proteobacteria	Betaproteobacteria	3.82911	-	-	-	13
Ralstonia insidiosa	Bacteria	Proteobacteria	Betaproteobacteria	6.177	2	-	2	2
Ralstonia mannitolilytica	Bacteria	Proteobacteria	Betaproteobacteria	5.0723	2	-	1	3
Ralstonia phage 1 NP-2014	Viruses	ssDNA viruses	Inoviridae	0.00846	1	-	-	1
Ralstonia phage PE226	Viruses	ssDNA viruses	Inoviridae	0.005475	1	-	-	1
Ralstonia phage RS138	Viruses	unclassified phages	unclassified	0.041941	1	-	-	1
Ralstonia phage RS603	Viruses	ssDNA viruses	Inoviridae	0.007679	1	-	-	1
Ralstonia phage RSA1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.03876	1	-	-	1
Ralstonia phage RSB1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.043079	1	-	-	1
Ralstonia phage RSB2	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.040411	1	-	-	1
Ralstonia phage RSB3	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.044578	1	-	-	1
Ralstonia phage RSF1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.222888	1	-	-	1
Ralstonia phage RSJ2	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.04436	1	-	-	1
Ralstonia phage RSJ5	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.043745	1	-	-	1
Ralstonia phage RSK1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.040471	1	-	-	1
Ralstonia phage RSL1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.231255	1	-	-	1
Ralstonia phage RSL2	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.223932	1	-	-	1
Ralstonia phage RSM1	Viruses	ssDNA viruses	Inoviridae	0.009004	1	-	-	1
Ralstonia phage RSM3	Viruses	ssDNA viruses	Inoviridae	0.008929	1	-	-	1
Ralstonia phage RSS0	Viruses	ssDNA viruses	Inoviridae	0.007288	1	-	-	1
Ralstonia phage RSS1	Viruses	ssDNA viruses	Inoviridae	0.006662	1	-	-	1
Ralstonia phage RSS20	Viruses	ssDNA viruses	Inoviridae	0.007219	1	-	-	1
Ralstonia phage RSS30	Viruses	ssDNA viruses	Inoviridae	0.008576	1	-	-	1
Ralstonia phage RSY1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.040002	1	-	-	1
Ralstonia phage p12J	Viruses	ssDNA viruses	Inoviridae	0.007118	1	-	-	1
Ralstonia pickettii	Bacteria	Proteobacteria	Betaproteobacteria	5.32573	3	-	3	10
Ralstonia solanacearum	Bacteria	Proteobacteria	Betaproteobacteria	5.81092	1	-	3	53
Ramie mosaic Yunnan virus	Viruses	ssDNA viruses	Geminiviridae	0.002759	1	-	-	1
Ramie mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005446	2	-	-	1
Ramlibacter	Bacteria	Proteobacteria	Betaproteobacteria	4.58568	-	-	-	1
Ramlibacter tataouinensis	Bacteria	Proteobacteria	Betaproteobacteria	4.07019	1	-	-	2
Ramularia collo-cygni	Eukaryota	Fungi	Ascomycetes	30.3	-	-	-	1
Rangifer tarandus papillomavirus 2	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007267	1	-	-	1
Ranid herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Alloherpesviridae	0.220859	1	-	-	1
Ranid herpesvirus 2	Viruses	dsDNA viruses, no RNA stage	Alloherpesviridae	0.231801	1	-	-	1
Raoultella ornithinolytica	Bacteria	Proteobacteria	Gammaproteobacteria	6.09446	1	-	2	12
Raoultella planticola	Bacteria	Proteobacteria	Gammaproteobacteria	6.01184	-	-	-	7
Raoultella terrigena	Bacteria	Proteobacteria	Gammaproteobacteria	5.7172	-	-	-	1
Raphanus raphanistrum	Eukaryota	Plants	Land Plants	253.834	-	-	-	1
Raphanus sativus	Eukaryota	Plants	Land Plants	402.328	-	-	-	2
Raphanus sativus cryptic virus 1	Viruses	dsRNA viruses	Partitiviridae	0.003657	2	-	-	1
Raphanus sativus cryptic virus 2	Viruses	dsRNA viruses	Partitiviridae	0.004723	3	-	-	1
Raphanus sativus cryptic virus 3	Viruses	dsRNA viruses	Partitiviridae	0.00319	2	-	-	1
Raphidiopsis brookii	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	3.18651	-	-	-	1
Raptor siadenovirus A	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.026284	1	-	-	1
Rasamsonia emersonii	Eukaryota	Fungi	Ascomycetes	28.2488	-	-	-	1
Raspberry bushy dwarf virus	Viruses	ssRNA viruses	unclassified	0.00768	2	-	-	1
Raspberry latent virus	Viruses	dsRNA viruses	Reoviridae	0.026128	10	-	-	1
Raspberry leaf blotch virus	Viruses	ssRNA viruses	unclassified	0.017412	8	-	-	1
Raspberry leaf mottle virus	Viruses	ssRNA viruses	Closteroviridae	0.017481	1	-	-	1
Raspberry ringspot virus	Viruses	ssRNA viruses	Secoviridae	0.011849	2	-	-	1
Rat arterivirus Jilin2014	Viruses	ssRNA viruses	Arteriviridae	0.015728	1	-	-	1
Rat bocavirus	Viruses	ssDNA viruses	Parvoviridae	0.005212	1	-	-	1
Rat bufavirus SY-2015	Viruses	ssDNA viruses	Parvoviridae	0.004634	1	-	-	1
Rat stool-associated circular ssDNA virus	Viruses	ssDNA viruses	Circoviridae	0.00253	1	-	-	1
Rathayibacter	Bacteria	Terrabacteria group	Actinobacteria	4.10552	-	-	-	4
Rathayibacter tanaceti	Bacteria	Terrabacteria group	Actinobacteria	3.16888	-	-	-	1
Rathayibacter toxicus	Bacteria	Terrabacteria group	Actinobacteria	2.34603	1	-	-	4
Rathayibacter tritici	Bacteria	Terrabacteria group	Actinobacteria	3.35468	1	-	-	1
Rattail cactus necrosis-associated virus	Viruses	ssRNA viruses	Virgaviridae	0.006506	1	-	-	1
Rattus norvegicus	Eukaryota	Animals	Mammals	2870.18	22	1	-	7
Rattus norvegicus papillomavirus 3	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007707	1	-	-	1
Rattus norvegicus polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005318	1	-	-	1
Raven circovirus	Viruses	ssDNA viruses	Circoviridae	0.001898	1	-	-	1
Razdan virus	Viruses	ssRNA viruses	Bunyaviridae	0.01147	3	-	-	1
Red clover cryptic virus 1	Viruses	dsRNA viruses	Partitiviridae	0.003646	2	-	-	1
Red clover cryptic virus 2	Viruses	dsRNA viruses	Partitiviridae	0.004783	2	-	-	1
Red clover mottle virus	Viruses	ssRNA viruses	Secoviridae	0.009576	2	-	-	1
Red clover necrotic mosaic virus	Viruses	ssRNA viruses	Tombusviridae	0.005338	2	-	-	1
Red clover powdery mildew-associated totivirus 1	Viruses	dsRNA viruses	Totiviridae	0.004781	1	-	-	1
Red clover powdery mildew-associated totivirus 2	Viruses	dsRNA viruses	Totiviridae	0.004178	1	-	-	1
Red clover powdery mildew-associated totivirus 3	Viruses	dsRNA viruses	Totiviridae	0.004784	1	-	-	1
Red clover powdery mildew-associated totivirus 5	Viruses	dsRNA viruses	Totiviridae	0.005056	1	-	-	1
Red clover powdery mildew-associated totivirus 6	Viruses	dsRNA viruses	Totiviridae	0.005007	1	-	-	1
Red clover powdery mildew-associated totivirus 7	Viruses	dsRNA viruses	Totiviridae	0.004942	1	-	-	1
Red clover powdery mildew-associated totivirus 9	Viruses	dsRNA viruses	Totiviridae	0.005997	1	-	-	1
Red clover vein mosaic virus	Viruses	ssRNA viruses	Betaflexiviridae	0.008604	1	-	-	1
Redspotted grouper nervous necrosis virus	Viruses	ssRNA viruses	Nodaviridae	0.004539	2	-	-	1
Rehmannia mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006395	1	-	-	1
Reinekea blandensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.52676	-	-	-	1
Renibacterium salmoninarum	Bacteria	Terrabacteria group	Actinobacteria	3.15525	1	-	-	1
Reptile bornavirus 1	Viruses	ssRNA viruses	Bornaviridae	0.008884	1	-	-	1
Respiratory syncytial virus	Viruses	ssRNA viruses	unclassified	0.015191	1	-	-	1
Reston ebolavirus	Viruses	ssRNA viruses	Filoviridae	0.018891	1	-	-	1
Reticulascus tulasneorum	Eukaryota	Fungi	Ascomycetes	42.8684	-	-	-	2
Reticuloendotheliosis virus	Viruses	Retro-transcribing viruses	Retroviridae	0.008295	1	-	-	1
Reticulomyxa filosa	Eukaryota	Protists	Other Protists	101.867	-	-	-	1
Reyranella massiliensis	Bacteria	Proteobacteria	Alphaproteobacteria	5.79226	-	-	-	1
Rhabditophanes	Eukaryota	Animals	Roundworms	47.2679	-	-	-	1
Rhagoletis zephyria	Eukaryota	Animals	Insects	1113.96	-	-	-	1
Rhamphochromis esox	Eukaryota	Animals	Fishes	71.2951	-	-	-	1
Rheinheimera	Bacteria	Proteobacteria	Gammaproteobacteria	4.29506	1	-	-	5
Rheinheimera baltica	Bacteria	Proteobacteria	Gammaproteobacteria	4.35177	-	-	-	1
Rheinheimera mesophila	Bacteria	Proteobacteria	Gammaproteobacteria	3.75001	-	-	-	1
Rheinheimera nanhaiensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.9872	-	-	-	1
Rheinheimera perlucida	Bacteria	Proteobacteria	Gammaproteobacteria	4.00042	-	-	-	1
Rheinheimera texasensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.58644	-	-	-	1
Rhincodon typus	Eukaryota	Animals	Fishes	-	-	-	-	-
Rhinocladiella mackenziei	Eukaryota	Fungi	Ascomycetes	32.4744	-	-	-	1
Rhinolophus bat coronavirus HKU2	Viruses	ssRNA viruses	Coronaviridae	0.027165	1	-	-	1
Rhinolophus ferrumequinum	Eukaryota	Animals	Mammals	1926.44	-	-	-	1
Rhinopithecus bieti	Eukaryota	Animals	Mammals	2977.06	-	-	-	1
Rhinopithecus roxellana	Eukaryota	Animals	Mammals	2899.55	-	1	-	1
Rhinovirus A	Viruses	ssRNA viruses	Picornaviridae	0.007152	1	-	-	1
Rhinovirus C	Viruses	ssRNA viruses	Picornaviridae	0.007099	1	-	-	1
Rhipicephalus microplus	Eukaryota	Animals	Other Animals	144.692	-	-	-	1
Rhizobacter	Bacteria	Proteobacteria	Betaproteobacteria	5.2746	-	-	-	7
Rhizobiales bacterium Alpha_03	Bacteria	Proteobacteria	Alphaproteobacteria	6.25855	-	-	-	1
Rhizobiales bacterium Alpha_04	Bacteria	Proteobacteria	Alphaproteobacteria	2.67688	-	-	-	1
Rhizobiales bacterium CCH10-E5	Bacteria	Proteobacteria	Alphaproteobacteria	5.26492	-	-	-	1
Rhizobiales bacterium CCH11-D2	Bacteria	Proteobacteria	Alphaproteobacteria	5.86198	-	-	-	1
Rhizobiales bacterium CCH2-A4	Bacteria	Proteobacteria	Alphaproteobacteria	5.01051	-	-	-	1
Rhizobiales bacterium CCH3-A5	Bacteria	Proteobacteria	Alphaproteobacteria	5.13829	-	-	-	1
Rhizobiales bacterium CCH6-A4	Bacteria	Proteobacteria	Alphaproteobacteria	5.34466	-	-	-	1
Rhizobiales bacterium CCH8-D1	Bacteria	Proteobacteria	Alphaproteobacteria	5.89683	-	-	-	1
Rhizobiales bacterium CCH9-A3	Bacteria	Proteobacteria	Alphaproteobacteria	5.12365	-	-	-	1
Rhizobiales bacterium Ga0074135	Bacteria	Proteobacteria	Alphaproteobacteria	5.03117	-	-	-	1
Rhizobiales bacterium Ga0077524	Bacteria	Proteobacteria	Alphaproteobacteria	5.11671	-	-	-	1
Rhizobiales bacterium Ga0077525	Bacteria	Proteobacteria	Alphaproteobacteria	3.51657	-	-	-	1
Rhizobiales bacterium Ga0077530	Bacteria	Proteobacteria	Alphaproteobacteria	4.46301	-	-	-	1
Rhizobiales bacterium Ga0077537	Bacteria	Proteobacteria	Alphaproteobacteria	4.83659	-	-	-	1
Rhizobiales bacterium Ga0077545	Bacteria	Proteobacteria	Alphaproteobacteria	3.37531	-	-	-	1
Rhizobiales bacterium Ga0077548	Bacteria	Proteobacteria	Alphaproteobacteria	2.61796	-	-	-	1
Rhizobiales bacterium Ga0077549	Bacteria	Proteobacteria	Alphaproteobacteria	5.38635	-	-	-	1
Rhizobiales bacterium Ga0077555	Bacteria	Proteobacteria	Alphaproteobacteria	5.3939	-	-	-	1
Rhizobiales bacterium Ga0077556	Bacteria	Proteobacteria	Alphaproteobacteria	4.41683	-	-	-	1
Rhizobiales bacterium HL-109	Bacteria	Proteobacteria	Alphaproteobacteria	3.79655	-	-	-	1
Rhizobiales bacterium JGI 0001002-O7	Bacteria	Proteobacteria	Alphaproteobacteria	0.67278	-	-	-	1
Rhizobiales bacterium JGI 0001003-E12	Bacteria	Proteobacteria	Alphaproteobacteria	0.223414	-	-	-	1
Rhizobiales bacterium JGI 001012-O08	Bacteria	Proteobacteria	Alphaproteobacteria	0.81083	-	-	-	1
Rhizobiales bacterium NRL2	Bacteria	Proteobacteria	Alphaproteobacteria	4.70067	1	-	-	1
Rhizobiales bacterium YIM 77505	Bacteria	Proteobacteria	Alphaproteobacteria	4.1913	-	-	-	1
Rhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	6.29212	2	-	5	98
Rhizobium acidisoli	Bacteria	Proteobacteria	Alphaproteobacteria	7.36174	-	-	-	1
Rhizobium aegyptiacum	Bacteria	Proteobacteria	Alphaproteobacteria	7.35116	-	-	-	1
Rhizobium alamii	Bacteria	Proteobacteria	Alphaproteobacteria	7.31551	-	-	-	2
Rhizobium bangladeshense	Bacteria	Proteobacteria	Alphaproteobacteria	6.634	-	-	-	3
Rhizobium ecuadorense	Bacteria	Proteobacteria	Alphaproteobacteria	7.3835	-	-	-	1
Rhizobium etli	Bacteria	Proteobacteria	Alphaproteobacteria	6.53023	1	-	6	13
Rhizobium freirei	Bacteria	Proteobacteria	Alphaproteobacteria	7.08387	-	-	2	1
Rhizobium gallicum	Bacteria	Proteobacteria	Alphaproteobacteria	7.31119	1	-	3	2
Rhizobium giardinii	Bacteria	Proteobacteria	Alphaproteobacteria	6.81013	-	-	-	1
Rhizobium grahamii	Bacteria	Proteobacteria	Alphaproteobacteria	7.14604	-	-	-	1
Rhizobium leguminosarum	Bacteria	Proteobacteria	Alphaproteobacteria	6.51806	1	-	7	37
Rhizobium leucaenae	Bacteria	Proteobacteria	Alphaproteobacteria	6.67973	-	-	-	2
Rhizobium mesoamericanum	Bacteria	Proteobacteria	Alphaproteobacteria	6.46193	-	-	-	2
Rhizobium mongolense	Bacteria	Proteobacteria	Alphaproteobacteria	7.16635	-	-	-	1
Rhizobium nepotum	Bacteria	Proteobacteria	Alphaproteobacteria	5.32887	-	-	-	1
Rhizobium phage 16-3	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.060195	1	-	-	1
Rhizobium phage RHE	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.053721	1	-	-	1
Rhizobium phage RR1-A	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.053102	1	-	-	1
Rhizobium phage RR1-B	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.037378	1	-	-	1
Rhizobium phage vB_RglS_P106B	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.056024	1	-	-	1
Rhizobium phage vB_RleM_P10VF	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.156446	1	-	-	1
Rhizobium phage vB_RleM_PPF1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.054506	1	-	-	1
Rhizobium phage vB_RleS_L338C	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.109558	1	-	-	1
Rhizobium phaseoli	Bacteria	Proteobacteria	Alphaproteobacteria	6.90641	1	-	5	14
Rhizobium selenitireducens	Bacteria	Proteobacteria	Alphaproteobacteria	4.97669	-	-	-	1
Rhizobium sullae	Bacteria	Proteobacteria	Alphaproteobacteria	7.53082	-	-	-	1
Rhizobium tropici	Bacteria	Proteobacteria	Alphaproteobacteria	6.68633	1	-	3	5
Rhizobium undicola	Bacteria	Proteobacteria	Alphaproteobacteria	4.13386	-	-	-	1
Rhizobium vignae	Bacteria	Proteobacteria	Alphaproteobacteria	6.34305	-	-	-	1
Rhizoctonia cerealis endornavirus 1	Viruses	dsRNA viruses	Endornaviridae	0.017486	1	-	-	1
Rhizoctonia fumigata mycovirus	Viruses	unclassified viruses	unclassified	0.004001	2	-	-	1
Rhizoctonia oryzae-sativae mitovirus 1	Viruses	ssRNA viruses	Narnaviridae	0.003038	1	-	-	1
Rhizoctonia solani	Eukaryota	Fungi	Basidiomycetes	51.7059	-	1	-	6
Rhizoctonia solani AG-1 IA	Eukaryota	Fungi	Basidiomycetes	36.9381	-	-	-	1
Rhizoctonia solani RNA virus HN008	Viruses	unclassified viruses	unclassified	0.007596	1	-	-	1
Rhizoctonia solani dsRNA virus 2	Viruses	dsRNA viruses	Partitiviridae	0.00383	2	-	-	1
Rhizoctonia solani flexivirus 1	Viruses	ssRNA viruses	unclassified	0.010644	1	-	-	1
Rhizoctonia solani virus 717	Viruses	dsRNA viruses	Partitiviridae	0.004569	2	-	-	1
Rhizomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	1.31414	-	-	-	1
Rhizomucor miehei	Eukaryota	Fungi	Other Fungi	27.4423	-	-	-	1
Rhizomucor variabilis	Eukaryota	Fungi	Other Fungi	33.0375	-	-	-	1
Rhizophagus irregularis	Eukaryota	Fungi	Other Fungi	125.354	-	-	-	12
Rhizopogon vinicolor	Eukaryota	Fungi	Basidiomycetes	36.1023	-	-	-	1
Rhizopus delemar	Eukaryota	Fungi	Other Fungi	46.1489	-	-	-	5
Rhizopus microsporus	Eukaryota	Fungi	Other Fungi	49.5918	-	-	-	5
Rhizopus oryzae	Eukaryota	Fungi	Other Fungi	39.0638	-	-	-	8
Rhizosolenia setigera RNA virus 01	Viruses	ssRNA viruses	unclassified	0.008877	1	-	-	1
Rhodanobacter	Bacteria	Proteobacteria	Gammaproteobacteria	3.57151	-	-	-	14
Rhodanobacter denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	4.22549	1	-	-	3
Rhodanobacter fulvus	Bacteria	Proteobacteria	Gammaproteobacteria	3.8796	-	-	-	1
Rhodanobacter spathiphylli	Bacteria	Proteobacteria	Gammaproteobacteria	3.91058	-	-	-	1
Rhodanobacter thiooxydans	Bacteria	Proteobacteria	Gammaproteobacteria	4.0939	-	-	-	2
Rhodnius prolixus	Eukaryota	Animals	Insects	706.824	-	-	-	1
Rhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	3.51434	-	-	-	6
Rhodobacter capsulatus	Bacteria	Proteobacteria	Alphaproteobacteria	3.87192	1	-	1	9
Rhodobacter phage RC1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.039573	1	-	-	1
Rhodobacter phage RcRhea	Viruses	dsDNA viruses, no RNA stage	unclassified	0.036065	1	-	-	1
Rhodobacter phage RcTitan	Viruses	dsDNA viruses, no RNA stage	unclassified	0.044496	1	-	-	1
Rhodobacter phage RcapMu	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.039283	1	-	-	1
Rhodobacter phage RcapNL	Viruses	dsDNA viruses, no RNA stage	unclassified	0.040489	1	-	-	1
Rhodobacter sp. BACL10 MAG-120910-bin24	Bacteria	Proteobacteria	Alphaproteobacteria	2.76362	-	-	-	1
Rhodobacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	4.60298	2	-	5	9
Rhodobacteraceae bacterium ASP10-04a	Bacteria	Proteobacteria	Alphaproteobacteria	2.80637	-	-	-	1
Rhodobacteraceae bacterium EhC02	Bacteria	Proteobacteria	Alphaproteobacteria	4.08908	-	-	-	1
