#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Musa itinerans	574487	PRJNA312694	312694	Plants	Land Plants	455.349	35.4	GCA_001649415.1	-	-	-	LVTN01	28415	-	-	2016/05/21	2016/05/21	Scaffold	South China Botanic Garden, CAS	SAMN04505257
Candida glabrata CCTCC M202019	1406948	PRJNA222546	222546	Fungi	Ascomycetes	12.1454	38.5	GCA_000497105.2	-	-	-	AYJS02	74	-	-	2013/11/15	2016/05/24	Scaffold	Jiangnan University	SAMN02981566
Blastocystis sp. NandII	463137	PRJNA308101	308101	Protists	Other Protists	16.4683	53	GCA_001651215.1	-	-	-	LXWW01	580	6611	6544	-	-	Scaffold	Dalhousie University	SAMN04386717
Gongronella sp. w5	483437	PRJNA316183	316183	Fungi	Other Fungi	34.7235	48.2	GCA_001650995.1	-	-	-	LVWK01	149	-	-	-	-	Scaffold	Anhui University	SAMN04577815
Trichophyton rubrum	5551	PRJNA291785	291785	Fungi	Ascomycetes	22.302	48.3	GCA_001651445.1	-	-	-	LHPM01	19	7051	7051	2016/05/19	2016/05/19	Scaffold	Chinese Academy of Medical Science & Peking Union Medical College	SAMN03952791
Daucus carota subsp. sativus	79200	PRJNA268187	268187	Plants	Land Plants	421.539	35.7861	GCA_001625215.1	18	3	-	LNRQ01	4826	36299	44740	2016/04/20	2016/05/27	Chromosome	USDA ARS	SAMN03216637
Trichophyton violaceum	34388	PRJNA291786	291786	Fungi	Ascomycetes	23.3671	47	GCA_001651435.1	-	-	-	LHPN01	261	7037	7037	-	-	Scaffold	Chinese Academy of Medical Science & Peking Union Medical College	SAMN03952792
Fonsecaea erecta	1367422	PRJNA312449	312449	Fungi	Ascomycetes	34.748	53	GCA_001651985.1	-	-	-	LVYI01	57	12099	12090	-	-	Scaffold	Federal University of Parana	SAMN04497957
Oryza sativa Indica Group	39946	PRJNA276972	276972	Plants	Land Plants	398.762	43.6902	GCA_001618785.1	12	-	-	LBAZ01	11486	-	-	2016/04/11	2016/04/14	Chromosome	Huazhong Agricultural University	SAMN03380733
Setaria italica	4555	PRJNA314430	314430	Plants	Land Plants	477.542	46.2756	GCA_001652605.1	9	-	-	LWRS01	2689	-	-	2016/05/26	2016/05/26	Chromosome	Academia Sinica	SAMN04534922
Cryptococcus sp. 05/00	207937	PRJEB13495	321994	Fungi	Basidiomycetes	23.8012	53.1	GCA_900079645.1	-	-	-	FKKD01	687	-	-	2016/05/18	2016/05/18	Contig	UBO	SAMEA3928483
Cadophora malorum	108018	PRJEB13389	321993	Fungi	Ascomycetes	47.8	48.3	GCA_900079555.1	-	-	-	FKJQ01	591	-	-	2016/05/18	2016/05/18	Contig	UBO	SAMEA3925016
Arabidopsis thaliana	3702	PRJNA311266	311266	Plants	Land Plants	118.891	35.8882	GCA_001651475.1	5	-	-	LUHQ01	30	27158	30837	2016/05/25	2016/05/27	Chromosome	Center for genomic Regulation	SAMN04457953
Oryza sativa Indica Group	39946	PRJNA276972	276972	Plants	Land Plants	386.486	43.5152	GCA_001618795.1	12	-	-	LBBA01	8481	-	-	2016/04/11	2016/04/14	Chromosome	Huazhong Agricultural University	SAMN03380734
Fusarium oxysporum f. sp. medicaginis	396575	PRJNA294248	294248	Fungi	Ascomycetes	51.1399	48.2	GCA_001652425.1	-	-	-	LSNI01	4034	-	-	2016/03/11	2016/05/27	Scaffold	CSIRO	SAMN03951876
Pochonia chlamydosporia 170	1380566	PRJNA310157	310157	Fungi	Ascomycetes	43.8424	49.1	GCA_001653235.1	-	-	-	LSBJ01	114	14979	14867	-	-	Scaffold	The Institute of Vegetables and Flowers CAAS	SAMN02296946
Cordyceps confragosa	1105325	PRJNA311919	311919	Fungi	Ascomycetes	32.6037	51	GCA_001653215.1	-	-	-	LUKN01	4750	8126	8126	-	-	Scaffold	University of Michigan	SAMN04516662
Mortierella elongata AG-77	1314771	PRJNA196039	196039	Fungi	Other Fungi	49.8516	48.1	GCA_001651415.1	-	-	-	LYLZ01	472	15211	14961	-	-	Scaffold	DOE Joint Genome Institute	SAMN02745706
Purpureocillium lilacinum	33203	PRJNA308626	308626	Fungi	Ascomycetes	38.1405	57.9	GCA_001653205.1	-	-	-	LSBH01	144	11861	11773	2016/05/27	2016/05/27	Scaffold	The Institute of Vegetables and Flowers CAAS	SAMN04404343
Purpureocillium lilacinum	33203	PRJNA308630	308630	Fungi	Ascomycetes	38.5346	57.9	GCA_001653265.1	-	-	-	LSBI01	163	11850	11763	2016/05/27	2016/05/27	Scaffold	The Institute of Vegetables and Flowers CAAS	SAMN04404347
Pseudogymnoascus sp. 04NY16	1752145	PRJNA299331	299331	Fungi	Ascomycetes	31.3143	0.0294622	GCA_001630575.1	-	1	-	LNAU01	3119	-	-	2016/04/25	2016/05/27	Scaffold	Ohio State University	SAMN04196960
Pseudogymnoascus sp. BL308	1436940	PRJNA299331	299331	Fungi	Ascomycetes	31.419	0.0292635	GCA_001630595.1	-	1	-	LMYD01	3126	-	-	2016/04/25	2016/05/27	Scaffold	Ohio State University	SAMN04196939
Uroleptopsis citrina	693449	PRJNA319592	319592	Protists	Other Protists	32.3472	-	GCA_001653735.1	1	-	-	LXJT01	-	-	-	2016/05/31	2016/05/31	Contig	Institute of Evolution & Marine Biodiversity, Ocean University of China, Qingdao 266003, China	SAMN04901492
Hevea brasiliensis	3981	PRJNA310386	310386	Plants	Land Plants	1373.37	32.8	GCA_001654055.1	-	-	-	LVXX01	7452	-	-	2016/06/01	2016/06/01	Scaffold	Rubber Research Institute	SAMN04451765
Drosophila arizonae	7263	PRJNA309836	309836	Animals	Insects	141.387	-	GCA_001654025.1	-	-	-	LSRM01	3178	-	-	-	-	Scaffold	Biotechnology Institute of UNAM	SAMN04440796
Drosophila navojoa	7232	PRJNA309833	309833	Animals	Insects	115.886	-	GCA_001654015.1	-	-	-	LSRL01	8053	-	-	-	-	Scaffold	Biotechnology Institute of UNAM	SAMN04440794
Pan troglodytes	9598	PRJNA12552	12552	Animals	Mammals	3231.17	41.0646	GCA_000001515.5	25	1	-	AACZ04	45511	38926	79956	2003/12/06	2016/05/03	Chromosome	The International Chimpanzee Chromosome 22 Consortium	SAMN02981217
Phytophthora kernoviae	325452	PRJNA190826	190826	Protists	Other Protists	39.4812	50.2	GCA_000448265.2	-	-	-	AUUF02	5026	-	-	-	-	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178789
Ustilago trichophora	86804	PRJNA316802	316802	Fungi	Basidiomycetes	20.6911	53	GCA_001654535.1	-	-	-	LVYE01	245	-	-	2016/06/02	2016/06/02	Scaffold	RWTH Aachen University	SAMN04590172
Fusarium sp. NRRL 54464	1803897	PRJNA312368	312368	Fungi	Ascomycetes	41.9551	48.1	GCA_001654545.1	-	-	-	LTDI01	1842	-	-	-	-	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN04497619
Fusarium sp. NRRL 31653	1811501	PRJNA312368	312368	Fungi	Ascomycetes	41.3087	48.5	GCA_001654555.1	-	-	-	LUFC01	2401	-	-	-	-	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN04534733
Diplonema papillatum	91374	PRJNA301207	301207	Protists	Other Protists	107.915	-	GCA_001655075.1	-	-	-	LMZG01	-	-	-	2016/06/02	2016/06/02	Contig	Juntendo University, Tokyo	SAMN04241767
Phylloscopus trochiloides viridanus	144762	PRJNA238808	238808	Animals	Birds	1003.33	41.4	GCA_001655095.1	-	-	-	LXPA01	158605	-	-	2016/06/02	2016/06/02	Scaffold	The University of British Columbia	SAMN02646017
Phylloscopus trochiloides trochiloides	144761	PRJNA314720	314720	Animals	Birds	975.892	41.7	GCA_001655135.1	-	-	-	LXOZ01	504236	-	-	2016/06/02	2016/06/02	Scaffold	University of British Columbia	SAMN04539782
Phylloscopus plumbeitarsus	56441	PRJNA314915	314915	Animals	Birds	997.399	41.5	GCA_001655115.1	-	-	-	LXOY01	308480	-	-	2016/06/02	2016/06/02	Scaffold	University of British Columbia	SAMN04545452
Spathaspora gorwiae	1852163	PRJNA306688	306688	Fungi	Ascomycetes	14.8894	35.2	GCA_001655765.1	-	-	-	LQMZ01	2530	-	-	-	-	Scaffold	UW-Madison	SAMN04360160
Spathaspora hagerdaliae	1774706	PRJNA306688	306688	Fungi	Ascomycetes	16.6141	35	GCA_001655755.1	-	-	-	LQHL01	1873	-	-	-	-	Scaffold	UW-Madison	SAMN04360159
Spathaspora girioi	1774708	PRJNA306688	306688	Fungi	Ascomycetes	14.8095	35	GCA_001657455.1	-	-	-	LQMS01	2380	-	-	2016/06/03	2016/06/03	Scaffold	UW-Madison	SAMN04360154
Talaromyces piceae	153982	PRJNA251507	251507	Fungi	Ascomycetes	26.5643	49.2	GCA_001657655.1	-	-	-	JNNX01	12	-	-	-	-	Scaffold	Tianjin Institute of Biotechnology, CAS	SAMN02834830
Puccinia triticina 1-1 BBBD Race 1	630390	PRJNA36323	36323	Fungi	Basidiomycetes	135.344	36.8	GCA_000151525.2	-	-	-	ADAS02	14818	15539	15685	2009/11/18	2016/06/06	Scaffold	Broad Institute	SAMN02981248
Metschnikowia fructicola 277	1200864	PRJNA179032	179032	Fungi	Ascomycetes	26.1261	45.9	GCA_000317355.2	-	-	-	ANFW02	93	-	-	2012/12/05	2016/06/07	Contig	Agricultural Research Organisation	SAMN01797239
Rhizopogon vinicolor AM-OR11-026	1314800	PRJNA196085	196085	Fungi	Basidiomycetes	36.1023	48.2	GCA_001658105.1	-	-	-	LYZI01	2310	14601	14465	2016/06/06	2016/06/07	Scaffold	DOE Joint Genome Institute	SAMN02745878
Cryptococcus gattii VGII CBS 7750	1385412	PRJEB4173	224749	Fungi	Basidiomycetes	17.4793	47.7	GCA_000499585.1	-	-	-	CBUI01	26	-	-	2013/10/25	2015/01/30	Scaffold	CRG	SAMEA3138821
Cryptococcus gattii VGII CBS 10090	1296101	PRJNA191323	191323	Fungi	Basidiomycetes	17.4787	47.8	GCA_000835765.1	-	-	-	AVEY01	24	6632	6485	-	-	Scaffold	Broad Institute	SAMN01932838
Cryptococcus gattii VGII 2001/935-1	1334442	PRJNA203282	203282	Fungi	Basidiomycetes	17.5667	47.9	GCA_000835815.1	-	-	-	AVEX01	24	6645	6495	-	-	Scaffold	Broad Institute	SAMN02146424
Cryptococcus gattii VGII LA55	1296106	PRJNA191328	191328	Fungi	Basidiomycetes	17.36	47.8	GCA_000836315.1	-	-	-	AZGW01	134	6646	6497	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932843
Cryptococcus gattii VGII Ram5	1296110	PRJNA191332	191332	Fungi	Basidiomycetes	17.4538	47.9	GCA_000836375.1	-	-	-	ASCM01	24	6613	6463	-	-	Scaffold	Broad Institute	SAMN01932847
Cryptococcus gattii VGII 99/473	1296104	PRJNA191326	191326	Fungi	Basidiomycetes	17.4036	47.8	GCA_000836455.1	-	-	-	ASCP01	105	6641	6488	2015/02/10	2015/02/26	Scaffold	Broad Institute	SAMN01932841
Cryptococcus gattii VGII CA1014	1296107	PRJNA191329	191329	Fungi	Basidiomycetes	17.5276	47.9	GCA_000875795.1	-	-	-	ASCS01	21	6628	6481	-	-	Scaffold	Broad Institute	SAMN01932844
Cryptococcus gattii VGII MMRL2647	1296117	PRJNA191372	191372	Fungi	Basidiomycetes	17.4857	47.9	GCA_000875855.1	-	-	-	ATAN01	25	6624	6475	-	-	Scaffold	Broad Institute	SAMN01932886
Cryptococcus gattii WM276	367775	PRJNA13692	13692	Fungi	Basidiomycetes	18.3748	47.8782	GCA_000185945.1	14	-	-	-	14	6580	6565	2011/01/12	2014/10/01	Chromosome	Canada's Michael Smith Genome Sciences Centre	SAMN03081419
Cryptococcus gattii EJB2	1296103	PRJNA191325	191325	Fungi	Basidiomycetes	17.671	47.9	GCA_000835745.1	-	-	-	ATAL01	282	6908	6763	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932840
Cryptococcus gattii Ru294	1296112	PRJNA191334	191334	Fungi	Basidiomycetes	17.8603	47.9	GCA_000836355.1	-	-	-	ASCO01	53	6904	6757	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932849
Cryptococcus gattii E566	1296102	PRJNA191324	191324	Fungi	Basidiomycetes	17.9968	47.9	GCA_000875815.1	-	-	-	ASCT01	52	6879	6732	2015/02/10	2015/02/26	Scaffold	Broad Institute	SAMN01932839
Cryptococcus gattii NT-10	1296108	PRJNA191330	191330	Fungi	Basidiomycetes	18.0326	47.9	GCA_000935105.1	-	-	-	AZGX01	226	6969	6744	2015/02/10	2015/03/05	Scaffold	Broad Institute	SAMN01932845
Cryptococcus gattii VGII R265	294750	PRJNA13691	13691	Fungi	Basidiomycetes	17.4758	47.8	GCA_000149475.3	-	-	-	AAFP02	28	6637	6472	2005/03/17	2015/08/05	Scaffold	Broad Institute	SAMN02953610
Ustilago maydis	5270	PRJNA322266	322266	Fungi	Basidiomycetes	20.6221	53.8	GCA_001660065.1	-	-	-	LYOO01	4767	-	-	2016/06/08	2016/06/08	Contig	BioSC Pektilyse	SAMN05150233
Yarrowia lipolytica	4952	PRJNA294183	294183	Fungi	Ascomycetes	20.3084	48.9419	GCA_001307795.1	-	1	-	LJBI01	29	-	-	2015/10/07	2016/05/31	Scaffold	Pacific Northwest National Lab	SAMN04017683
Cryptococcus gattii CA1280	1296109	PRJNA191331	191331	Fungi	Basidiomycetes	17.588	48	GCA_000836335.1	-	-	-	ASCN01	89	6831	6683	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932846
Cryptococcus gattii CA1873	1296111	PRJNA191333	191333	Fungi	Basidiomycetes	17.4383	48	GCA_000855695.1	-	-	-	ASCQ01	33	6782	6634	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932848
Angomonas deanei	59799	PRJNA320679	320679	Protists	Kinetoplasts	19.2823	49.6	GCA_001659865.1	-	-	-	LXWQ01	408	-	-	-	-	Scaffold	Heinrich Heine University Duesseldorf	SAMN04954948
Candida versatilis	27304	PRJNA280653	280653	Fungi	Ascomycetes	10.0819	40.1	GCA_001659765.1	-	-	-	LAVI01	52	-	-	2016/06/08	2016/06/08	Scaffold	Tianjin University of Science&Technology	SAMN03466599
Cryptococcus gattii VGIV IND107	1296105	PRJNA191327	191327	Fungi	Basidiomycetes	17.6494	48	GCA_000835755.1	-	-	-	ATAM01	34	6843	6696	2015/02/10	2015/02/17	Scaffold	Broad Institute	SAMN01932842
Entamoeba histolytica	5759	PRJDB4673	324242	Protists	Other Protists	19.9246	24.7	GCA_001662325.1	-	-	-	BDEQ01	1	8476	8394	2016/06/01	2016/06/08	Contig	National Institute of Infectious Diseases	SAMD00049186
Ustilago maydis	5270	PRJNA324064	324064	Fungi	Basidiomycetes	20.2089	53.9	GCA_001662005.1	-	-	-	LYZD01	2938	-	-	2016/06/13	2016/06/13	Contig	RWTH Aachen University	SAMN05194381
Phytophthora infestans	4787	PRJNA322103	322103	Protists	Other Protists	152.115	23.2	GCA_001661535.1	-	-	-	LYVM01	46260	-	-	2016/06/10	2016/06/10	Contig	Central Potato Research Institute	SAMN05006719
Manihot esculenta	3983	PRJNA234389	234389	Plants	Land Plants	582.118	37.8526	GCA_001659605.1	18	-	-	LTYI01	2019	33044	41393	2016/06/07	2016/06/10	Chromosome	DOE-Joint Genome Institute	SAMN04116956
Echinococcus canadensis	519352	PRJEB8992	324046	Animals	Flatworms	115.025	-	GCA_900004735.1	-	-	-	CVKT01	9330	-	-	2016/05/28	2016/05/28	Scaffold	IMPAM-UBA-CONICET	SAMEA3321244
Fagopyrum esculentum	3617	PRJDB4232	313366	Plants	Land Plants	1177.69	-	GCA_001661195.1	-	-	-	BCYN01	387594	-	-	2016/05/11	2016/05/11	Scaffold	Kazusa DNA Research Institute	SAMD00041197
Kluyveromyces marxianus	4911	PRJNA320854	320854	Fungi	Ascomycetes	11.5379	40.85	GCA_001660455.1	9	-	-	LXZY01	109	-	-	2016/06/09	2016/06/09	Chromosome	IGA Technology Services Srl	SAMN04958224
Ananas comosus	4615	PRJNA300906	300906	Plants	Land Plants	524.07	37.8	GCA_001661175.1	-	-	-	LSRQ01	8448	23598	23598	2016/06/10	2016/06/10	Scaffold	Universiti Malaysia Sabah	SAMN04230745
Okapia johnstoni	86973	PRJNA313910	313910	Animals	Mammals	2878.13	41.5	GCA_001660835.1	-	-	-	LVCL01	837179	-	-	2016/06/08	2016/06/09	Scaffold	Pennsylvania State University	SAMN04526128
Hypsizygus marmoreus	39966	PRJDB4779	319787	Fungi	Basidiomycetes	59.3842	49.6	GCA_001661215.1	-	-	-	BDDV01	10694	-	-	2016/05/11	2016/05/11	Scaffold	Kindai University	SAMD00051292
Cryptococcus gattii VGI	37769	PRJEB5464	239986	Fungi	Basidiomycetes	17.2566	47.8	GCA_000786445.1	-	-	-	CBZL01	779	-	-	-	-	Scaffold	CRG	SAMEA3146310
Dacryopinax primogenitus	1858805	PRJNA62091	62091	Fungi	Basidiomycetes	29.5035	52	GCA_000292625.1	-	-	-	AEUS01	99	10301	10240	2012/08/21	2014/08/11	Scaffold	DOE Joint Genome Institute	SAMN02981302
Emmonsia sp. CAC-2015a	1658172	PRJNA284519	284519	Fungi	Ascomycetes	29.7089	43.4	GCA_001660665.1	-	-	-	LGUA01	4444	8857	8769	2016/06/09	2016/06/09	Scaffold	Broad Institute	SAMN03703140
Leptoxyphium fumago	5474	PRJNA311153	311153	Fungi	Ascomycetes	25.0229	51.4	GCA_001660795.1	-	-	-	LSHF01	511	-	-	-	-	Contig	International Institute Zittau - TU Dresden	SAMN04479285
Capniomyces stellatus	4885	PRJNA315385	315385	Fungi	Other Fungi	24.8459	37.3	GCA_001661515.1	-	-	-	LUVW01	72	-	-	-	-	Scaffold	University of Toronto	SAMN04558131
Metrosideros polymorpha var. glaberrima	101978	PRJDB4221	320241	Plants	Land Plants	304.366	38.2	GCA_001662345.1	-	-	-	BCNH01	36376	-	-	2016/04/28	2016/04/28	Scaffold	Forest Biology, Division of Forest and Biomaterials Science	SAMD00044343
Chlamydomonas applanata	35704	PRJDB4711	320242	Plants	Green Algae	78.5042	56.3	GCA_001662365.1	-	-	-	BDCZ01	2533	-	-	2016/04/22	2016/04/22	Scaffold	Department of Life Sciences, Graduate School of Arts and Sciences, University of Tokyo	SAMD00049913
Chlamydomonas asymmetrica	51683	PRJDB4711	320242	Plants	Green Algae	141.916	-	GCA_001662385.1	-	-	-	BDDA01	4102	-	-	-	-	Scaffold	Department of Life Sciences, Graduate School of Arts and Sciences, University of Tokyo	SAMD00049914
Raffaelea quercivora	637633	PRJDB3607	313779	Fungi	Ascomycetes	25.8629	57.1	GCA_001662465.1	-	-	-	BCFZ01	26	-	-	-	-	Scaffold	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	SAMD00028326
Colletotrichum acutatum	27357	PRJNA314187	314187	Fungi	Ascomycetes	44.92	49.9	GCA_001662755.1	-	-	-	LVCK01	2614	-	-	-	-	Scaffold	University of Bari "A. Moro"	SAMN04530278
Colletotrichum godetiae	1209918	PRJNA315612	315612	Fungi	Ascomycetes	35.0343	50.6	GCA_001663355.1	-	-	-	LZRM01	1819	-	-	2016/06/15	2016/06/15	Scaffold	University of Bari "A. Moro"	SAMN04566614
Morone saxatilis	34816	PRJNA266827	266827	Animals	Fishes	585.167	40	GCA_001663605.1	-	-	-	JTCL01	35012	-	-	2016/06/16	2016/06/16	Scaffold	Striped Bass Genomics	SAMN03174709
Asymmetron lucayanum	223987	PRJNA280114	280114	Animals	Other Animals	460.59	40.4	GCA_001663935.1	-	-	-	LZCU01	212366	-	-	2016/06/16	2016/06/16	Scaffold	Rice University	SAMN03456670
Kryptolebias marmoratus	37003	PRJNA290522	290522	Animals	Fishes	653.96	-	GCA_001663955.1	-	-	-	LHSH01	40757	-	-	2016/06/17	2016/06/17	Scaffold	Washington State University	SAMN03892719
Cimex hemipterus	757355	PRJNA308532	308532	Animals	Insects	2.66463	35.2	GCA_001663875.1	-	-	-	LRFB01	-	-	-	2016/06/16	2016/06/16	Contig	UNIVERSITI SAINS MALAYSIA	SAMN04396785
Hanseniaspora valbyensis NRRL Y-1626	766949	PRJNA64991	64991	Fungi	Ascomycetes	11.464	22.6	GCA_001664025.1	-	-	-	LXPE01	647	4869	4772	2016/06/17	2016/06/17	Scaffold	JGI	SAMN00253866
Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	869754	PRJNA207846	207846	Fungi	Ascomycetes	16.0552	46.7	GCA_001664035.1	-	-	-	LXTC01	48	6090	5838	-	-	Scaffold	DOE Joint Genome Institute	SAMN00773783
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1175	38.6151	GCA_001669875.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777146
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1311	38.6048	GCA_001669905.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770301
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1226	38.5475	GCA_001669935.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770300
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1119	38.5937	GCA_001669965.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770299
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1145	38.5802	GCA_001669995.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770298
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1255	38.5575	GCA_001670025.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777154
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1228	38.6184	GCA_001670055.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777151
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1359	38.5845	GCA_001670085.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777145
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1253	38.5968	GCA_001670115.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770296
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1368	38.6086	GCA_001670145.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777144
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1236	38.6337	GCA_001670175.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777156
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1266	38.6151	GCA_001670205.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777155
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1217	38.5678	GCA_001670235.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770297
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1174	38.5867	GCA_001670265.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777149
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1231	38.5879	GCA_001670295.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777142
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.131	38.5983	GCA_001670325.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777141
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.0855	38.6916	GCA_001670355.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777157
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1194	38.7173	GCA_001670385.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777147
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.102	38.6705	GCA_001670415.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776117
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1284	38.6242	GCA_001670845.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776118
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.129	38.6293	GCA_001670935.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776122
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1142	38.6213	GCA_001670965.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776112
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1245	38.5664	GCA_001670995.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776113
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1114	38.6334	GCA_001671025.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776116
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1209	38.5881	GCA_001671055.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770294
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1262	38.6116	GCA_001671085.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776109
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1253	38.6099	GCA_001671115.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776110
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1201	38.6458	GCA_001671165.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776111
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1212	38.5909	GCA_001671195.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02772779
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.091	38.5989	GCA_001671225.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02773432
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1001	38.5867	GCA_001671255.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02773802
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1228	38.598	GCA_001671285.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02774414
